iter	Passed	Remaining
400	21138	31575
401	21189	31521
402	21239	31463
403	21289	31407
404	21339	31350
405	21391	31296
406	21442	31242
407	21492	31184
408	21542	31128
409	21595	31075
410	21644	31018
411	21699	30969
412	21753	30918
413	21803	30861
414	21853	30806
415	21903	30748
416	21984	30735
417	22053	30705
418	22109	30658
419	22158	30599
420	22213	30549
421	22264	30495
422	22316	30440
423	22366	30384
424	22417	30329
425	22470	30276
426	22520	30220
427	22572	30167
428	22622	30110
429	22690	30077
430	22741	30022
431	22792	29968
432	22842	29911
433	22893	29856
434	22945	29803
435	22997	29749
436	23047	29693
437	23097	29636
438	23147	29580
439	23199	29526
440	23249	29469
441	23301	29416
442	23351	29360
443	23401	29304
444	23452	29250
445	23503	29194
446	23553	29139
447	23604	29083
448	23656	29030
449	23708	28977
450	23758	28921
451	23807	28863
452	23856	28806
453	23907	28751
454	23958	28697
455	24012	28647
456	24064	28592
457	24115	28537
458	24164	28480
459	24214	28425
460	24264	28370
461	24314	28314
462	24365	28259
463	24414	28202
464	24468	28151
465	24518	28096
466	24566	28038
467	24620	27987
468	24671	27933
469	24724	27880
470	24774	27825
471	24821	27766
472	24874	27714
473	24927	27662
474	24978	27608
475	25031	27555
476	25083	27502
477	25142	27457
478	25193	27402
479	25245	27349
480	25299	27298
481	25352	27245
482	25409	27197
483	25464	27148
484	25516	27095
485	25566	27038
486	25618	26986
487	25670	26933
488	25726	26884
489	25776	26829
490	25826	26773
491	25875	26717
492	25925	26661
493	25975	26606
494	26026	26552
495	26075	26496
496	26125	26440
497	26176	26386
498	26225	26330
499	26274	26274
500	26324	26219
501	26374	26164
502	26426	26111
503	26480	26060
504	26532	26006
505	26582	25952
506	26632	25897
507	26685	25845
508	26739	25794
509	26789	25739
510	26838	25682
511	26887	25627
512	26936	25571
513	26988	25518
514	27038	25463
515	27088	25408
516	27150	25365
517	27203	25312
518	27253	25258
519	27300	25200
520	27351	25146
521	27402	25092
522	27453	25039
523	27505	24985
524	27556	24931
525	27607	24877
526	27656	24822
527	27707	24768
528	27757	24714
529	27808	24660
530	27856	24604
531	27904	24547
532	27956	24494
533	28007	24441
534	28059	24388
535	28110	24334
536	28160	24279
537	28208	24223
538	28259	24169
539	28311	24117
540	28359	24061
541	28411	24007
542	28462	23954
543	28512	23900
544	28563	23846
545	28616	23794
546	28666	23740
547	28722	23690
548	28772	23636
549	28823	23582
550	28874	23528
551	28924	23475
552	28977	23422
553	29031	23371
554	29085	23321
555	29139	23269
556	29194	23219
557	29251	23170
558	29306	23120
559	29360	23069
560	29416	23019
561	29465	22963
562	29517	22911
563	29565	22855
564	29616	22802
565	29671	22751
566	29723	22699
567	29789	22657
568	29838	22601
569	29890	22548
570	29941	22495
571	29995	22443
572	30047	22391
573	30101	22340
574	30150	22285
575	30200	22230
576	30250	22176
577	30301	22122
578	30351	22069
579	30404	22017
580	30453	21961
581	30512	21914
582	30562	21860
583	30614	21807
584	30666	21754
585	30717	21701
586	30816	21681
587	30881	21637
588	30931	21583
589	30983	21531
590	31033	21476
591	31084	21422
592	31132	21367
593	31183	21313
594	31233	21260
595	31284	21206
596	31334	21152
597	31385	21098
598	31437	21045
599	31488	20992
600	31538	20938
601	31588	20884
602	31639	20830
603	31700	20783
604	31750	20729
605	31799	20674
606	31848	20620
607	31897	20565
608	31950	20513
609	31999	20458
610	32048	20404
611	32100	20351
612	32149	20296
613	32201	20243
614	32251	20189
615	32300	20135
616	32350	20081
617	32402	20028
618	32452	19974
619	32503	19921
620	32551	19866
621	32603	19813
622	32653	19760
623	32703	19705
624	32753	19652
625	32805	19599
626	32856	19545
627	32906	19492
628	32960	19440
629	33011	19387
630	33060	19333
631	33110	19279
632	33159	19225
633	33209	19171
634	33259	19117
635	33308	19063
636	33359	19010
637	33413	18958
638	33463	18905
639	33511	18850
640	33561	18796
641	33610	18742
642	33661	18689
643	33713	18636
644	33768	18585
645	33818	18531
646	33867	18477
647	33917	18424
648	33968	18371
649	34018	18317
650	34067	18263
651	34116	18209
652	34166	18155
653	34216	18102
654	34265	18048
655	34313	17993
656	34362	17939
657	34415	17887
658	34466	17834
659	34515	17780
660	34564	17726
661	34617	17674
662	34669	17622
663	34717	17568
664	34766	17513
665	34823	17464
666	34872	17410
667	34922	17356
668	34973	17303
669	35020	17248
670	35071	17196
671	35122	17143
672	35171	17089
673	35219	17035
674	35266	16980
675	35316	16927
676	35366	16873
677	35418	16821
678	35469	16768
679	35517	16714
680	35565	16659
681	35618	16607
682	35674	16557
683	35720	16502
684	35784	16455
685	35836	16403
686	35888	16350
687	35938	16297
688	35989	16244
689	36038	16191
690	36090	16138
691	36140	16085
692	36192	16033
693	36244	15980
694	36297	15929
695	36346	15875
696	36399	15823
697	36451	15771
698	36502	15718
699	36553	15665
700	36606	15614
701	36660	15562
702	36713	15510
703	36764	15457
704	36815	15405
705	36865	15351
706	36914	15298
707	36967	15246
708	37018	15193
709	37067	15140
710	37117	15087
711	37166	15033
712	37217	14980
713	37269	14928
714	37317	14874
715	37364	14820
716	37420	14769
717	37471	14717
718	37520	14663
719	37569	14610
720	37617	14556
721	37668	14503
722	37716	14450
723	37765	14396
724	37817	14344
725	37867	14291
726	37914	14237
727	37965	14184
728	38014	14131
729	38064	14078
730	38113	14025
731	38165	13973
732	38216	13920
733	38264	13866
734	38316	13814
735	38365	13761
736	38416	13708
737	38466	13656
738	38514	13602
739	38565	13550
740	38619	13498
741	38669	13445
742	38720	13393
743	38771	13340
744	38818	13286
745	38869	13234
746	38921	13182
747	38971	13129
748	39024	13077
749	39073	13024
750	39123	12971
751	39174	12919
752	39226	12867
753	39277	12814
754	39328	12762
755	39378	12709
756	39427	12656
757	39478	12603
758	39528	12551
759	39576	12497
760	39629	12445
761	39712	12403
762	39786	12358
763	39847	12309
764	39908	12259
765	39963	12208
766	40015	12155
767	40066	12103
768	40115	12050
769	40164	11997
770	40216	11944
771	40265	11891
772	40316	11839
773	40367	11786
774	40417	11734
775	40469	11681
776	40519	11629
777	40579	11579
778	40630	11526
779	40683	11474
780	40752	11427
781	40801	11374
782	40850	11321
783	40901	11268
784	40954	11216
785	41004	11164
786	41068	11115
787	41119	11062
788	41170	11010
789	41218	10956
790	41268	10904
791	41319	10851
792	41370	10799
793	41422	10746
794	41470	10693
795	41521	10641
796	41573	10588
797	41626	10537
798	41678	10484
799	41726	10431
800	41776	10378
801	41826	10326
802	41880	10274
803	41932	10222
804	41983	10169
805	42034	10117
806	42087	10065
807	42137	10012
808	42188	9960
809	42237	9907
810	42288	9855
811	42340	9802
812	42391	9750
813	42443	9698
814	42494	9645
815	42545	9593
816	42596	9541
817	42650	9489
818	42704	9437
819	42753	9384
820	42806	9332
821	42854	9280
822	42906	9227
823	42956	9175
824	43005	9122
825	43056	9070
826	43109	9017
827	43159	8965
828	43208	8912
829	43261	8860
830	43312	8808
831	43364	8756
832	43417	8704
833	43468	8652
834	43525	8600
835	43579	8549
836	43634	8497
837	43683	8444
838	43737	8393
839	43791	8341
840	43855	8291
841	43908	8239
842	43959	8187
843	44012	8134
844	44061	8082
845	44111	8029
846	44160	7977
847	44209	7924
848	44257	7871
849	44308	7819
850	44361	7767
851	44409	7714
852	44459	7661
853	44507	7609
854	44556	7556
855	44611	7504
856	44662	7452
857	44711	7399
858	44761	7347
859	44815	7295
860	44861	7242
861	44912	7190
862	44969	7138
863	45029	7087
864	45078	7035
865	45127	6982
866	45175	6930
867	45223	6877
868	45275	6825
869	45325	6772
870	45375	6720
871	45424	6667
872	45474	6615
873	45522	6562
874	45572	6510
875	45623	6458
876	45674	6405
877	45725	6353
878	45774	6301
879	45825	6248
880	45878	6196
881	45930	6144
882	45981	6092
883	46027	6039
884	46076	5987
885	46125	5934
886	46175	5882
887	46224	5830
888	46273	5777
889	46323	5725
890	46376	5673
891	46425	5621
892	46474	5568
893	46545	5518
894	46595	5466
895	46646	5414
896	46696	5362
897	46745	5309
898	46795	5257
899	46845	5205
900	46900	5153
901	46951	5101
902	47000	5048
903	47049	4996
904	47098	4944
905	47147	4891
906	47195	4839
907	47244	4786
908	47292	4734
909	47343	4682
910	47391	4629
911	47440	4577
912	47493	4525
913	47542	4473
914	47599	4421
915	47648	4369
916	47698	4317
917	47747	4265
918	47795	4212
919	47845	4160
920	47895	4108
921	47947	4056
922	47997	4004
923	48047	3951
924	48098	3899
925	48146	3847
926	48195	3795
927	48247	3743
928	48299	3691
929	48352	3639
930	48402	3587
931	48452	3535
932	48501	3482
933	48549	3430
934	48602	3378
935	48654	3326
936	48706	3274
937	48756	3222
938	48806	3170
939	48854	3118
940	48907	3066
941	48958	3014
942	49009	2962
943	49058	2910
944	49107	2858
945	49156	2805
946	49206	2753
947	49257	2701
948	49304	2649
949	49355	2597
950	49404	2545
951	49454	2493
952	49506	2441
953	49556	2389
954	49608	2337
955	49657	2285
956	49708	2233
957	49757	2181
958	49807	2129
959	49857	2077
960	49910	2025
961	49961	1973
962	50010	1921
963	50062	1869
964	50111	1817
965	50161	1765
966	50210	1713
967	50258	1661
968	50307	1609
969	50359	1557
970	50407	1505
971	50458	1453
972	50506	1401
973	50557	1349
974	50618	1297
975	50667	1245
976	50717	1193
977	50771	1142
978	50822	1090
979	50872	1038
980	50923	986
981	50972	934
982	51020	882
983	51068	830
984	51120	778
985	51169	726
986	51219	674
987	51266	622
988	51317	570
989	51369	518
990	51418	466
991	51467	415
992	51518	363
993	51565	311
994	51628	259
995	51679	207
996	51730	155
997	51779	103
998	51831	51
999	51882	0
